Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1.0,53.0,1.0,9254.0,1.0,42.0,110.0,1.0,1.0,1.0,4.0,7.0,111.80000000000001,1.0,0.0,0.0,1.0,0.0,1.0,21.0,0.0,0.0,6.0,7.0,6.0,10.5714285714286,0.0,0.0,6.0,8.0,5.0,11.0,0.0,8.9,1.4000000000000001,3.5100000000000002,Graduate
1.0,1.0,1.0,9085.0,1.0,1.0,149.0,1.0,38.0,37.0,5.0,5.0,137.1,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,5.0,7.0,4.0,13.25,0.0,0.0,5.0,5.0,5.0,12.0,0.0,10.8,1.4000000000000001,1.74,Graduate
1.0,1.0,1.0,9773.0,1.0,1.0,127.0,1.0,19.0,37.0,9.0,3.0,120.7,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,6.0,5.0,13.200000000000001,0.0,0.0,6.0,7.0,0.0,0.0,0.0,15.5,2.8000000000000003,-4.0600000000000005,Dropout
1.0,18.0,1.0,9238.0,1.0,1.0,137.0,1.0,19.0,38.0,5.0,8.0,137.4,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,10.0,1.0,12.0,0.0,0.0,6.0,14.0,2.0,11.0,0.0,10.8,1.4000000000000001,1.74,Enrolled
1.0,17.0,2.0,9500.0,1.0,1.0,135.0,1.0,19.0,1.0,5.0,4.0,127.30000000000001,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,8.0,7.0,13.30625,0.0,0.0,8.0,8.0,8.0,14.545,0.0,15.5,2.8000000000000003,-4.0600000000000005,Graduate
1.0,1.0,1.0,9130.0,1.0,1.0,137.0,1.0,3.0,19.0,3.0,5.0,136.3,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,5.0,8.0,4.0,12.5,1.0,0.0,5.0,8.0,4.0,12.25,2.0,10.8,1.4000000000000001,1.74,Graduate
1.0,1.0,1.0,9853.0,1.0,1.0,140.0,1.0,19.0,19.0,7.0,7.0,124.60000000000001,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,7.0,6.0,11.6666666666667,0.0,0.0,7.0,8.0,6.0,13.5,0.0,16.2,0.30000000000000004,-0.92,Enrolled
1.0,1.0,3.0,171.0,1.0,1.0,122.0,1.0,1.0,1.0,9.0,8.0,120.30000000000001,0.0,0.0,0.0,1.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.100000000000001,0.6000000000000001,2.02,Graduate
1.0,18.0,4.0,9556.0,1.0,1.0,127.0,1.0,1.0,38.0,4.0,7.0,121.80000000000001,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,7.0,14.0,7.0,11.4375,0.0,0.0,8.0,9.0,8.0,11.425,0.0,12.700000000000001,3.7,-1.7000000000000002,Enrolled
1.0,1.0,4.0,9500.0,1.0,1.0,142.0,1.0,19.0,19.0,1.0,1.0,125.5,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,8.0,12.0,7.0,12.8571428571429,0.0,0.0,8.0,12.0,7.0,12.8571428571429,0.0,12.700000000000001,3.7,-1.7000000000000002,Graduate
1.0,1.0,4.0,9670.0,1.0,1.0,125.0,1.0,1.0,38.0,4.0,7.0,114.9,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,8.0,6.0,13.375,0.0,0.0,6.0,7.0,6.0,12.2857142857143,0.0,11.100000000000001,0.6000000000000001,2.02,Graduate
1.0,1.0,1.0,9500.0,1.0,1.0,126.0,1.0,19.0,19.0,3.0,7.0,123.9,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,7.0,8.0,6.0,13.2966666666667,0.0,0.0,8.0,9.0,7.0,14.1142857142857,0.0,11.100000000000001,0.6000000000000001,2.02,Graduate
1.0,1.0,1.0,9238.0,1.0,1.0,151.0,1.0,19.0,38.0,9.0,9.0,157.0,1.0,0.0,1.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,8.0,5.0,11.600000000000001,0.0,0.0,6.0,12.0,4.0,11.0,0.0,7.6000000000000005,2.6,0.32,Enrolled
1.0,17.0,2.0,9238.0,1.0,1.0,115.0,1.0,19.0,38.0,7.0,8.0,116.4,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,6.0,9.0,6.0,11.375,0.0,0.0,6.0,9.0,6.0,13.2857142857143,0.0,16.2,0.30000000000000004,-0.92,Graduate
1.0,1.0,1.0,9085.0,1.0,1.0,138.0,1.0,19.0,19.0,3.0,3.0,131.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,5.0,9.0,5.0,12.6666666666667,2.0,0.0,5.0,7.0,4.0,13.0,0.0,9.4,-0.8,-3.12,Enrolled
1.0,1.0,1.0,9147.0,1.0,1.0,135.0,1.0,19.0,1.0,9.0,9.0,122.10000000000001,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,5.0,6.0,5.0,12.0,0.0,0.0,5.0,6.0,5.0,12.3333333333333,0.0,16.2,0.30000000000000004,-0.92,Graduate
1.0,17.0,2.0,9500.0,1.0,1.0,127.0,1.0,3.0,3.0,1.0,10.0,118.80000000000001,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,7.0,9.0,6.0,12.9333333333333,0.0,0.0,7.0,7.0,6.0,13.7166666666667,0.0,16.2,0.30000000000000004,-0.92,Enrolled
1.0,44.0,1.0,9003.0,1.0,39.0,150.0,1.0,4.0,5.0,4.0,2.0,150.0,0.0,0.0,0.0,1.0,1.0,0.0,21.0,0.0,0.0,6.0,15.0,5.0,11.8571428571429,0.0,0.0,6.0,17.0,5.0,10.5714285714286,0.0,16.2,0.30000000000000004,-0.92,Enrolled
1.0,51.0,1.0,9070.0,1.0,1.0,125.0,1.0,42.0,3.0,125.0,124.0,130.0,1.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,2.0,6.0,7.0,6.0,12.8333333333333,0.0,0.0,6.0,9.0,4.0,13.4,0.0,8.9,1.4000000000000001,3.5100000000000002,Graduate
1.0,1.0,1.0,9147.0,1.0,1.0,143.0,1.0,1.0,1.0,4.0,6.0,138.8,0.0,0.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,5.0,9.0,3.0,11.3333333333333,0.0,0.0,5.0,8.0,2.0,13.5,0.0,8.9,1.4000000000000001,3.5100000000000002,Enrolled
1.0,18.0,1.0,8014.0,0.0,1.0,138.0,1.0,19.0,1.0,9.0,5.0,134.5,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,6.0,6.0,12.6666666666667,0.0,0.0,6.0,8.0,6.0,14.375,0.0,12.4,0.5,1.79,Graduate
1.0,1.0,1.0,9991.0,0.0,1.0,130.0,1.0,2.0,37.0,3.0,9.0,131.4,0.0,0.0,0.0,1.0,1.0,0.0,34.0,0.0,0.0,5.0,6.0,5.0,12.4,0.0,0.0,5.0,9.0,5.0,13.4285714285714,0.0,13.9,-0.30000000000000004,0.79,Graduate
1.0,39.0,1.0,33.0,1.0,1.0,130.0,1.0,38.0,37.0,9.0,6.0,102.5,0.0,0.0,1.0,0.0,1.0,0.0,37.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,7.0,7.0,1.0,10.0,0.0,8.9,1.4000000000000001,3.5100000000000002,Dropout
1.0,39.0,1.0,9119.0,1.0,10.0,133.1,1.0,34.0,37.0,0.0,0.0,128.8,1.0,0.0,0.0,1.0,1.0,0.0,43.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.6000000000000005,2.6,0.32,Dropout
1.0,43.0,1.0,9147.0,1.0,1.0,140.0,1.0,37.0,37.0,6.0,6.0,122.9,0.0,0.0,0.0,1.0,0.0,0.0,55.0,0.0,0.0,5.0,10.0,1.0,10.0,0.0,0.0,5.0,8.0,2.0,12.0,2.0,16.2,0.30000000000000004,-0.92,Dropout
4.0,39.0,1.0,9991.0,0.0,1.0,120.0,1.0,19.0,19.0,9.0,3.0,113.9,1.0,0.0,0.0,1.0,0.0,0.0,39.0,0.0,0.0,5.0,8.0,5.0,11.0,0.0,0.0,5.0,5.0,5.0,11.600000000000001,0.0,7.6000000000000005,2.6,0.32,Graduate
1.0,44.0,1.0,9130.0,1.0,39.0,120.0,6.0,4.0,4.0,3.0,6.0,120.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,1.0,2.0,6.0,13.0,3.0,11.6666666666667,0.0,1.0,6.0,11.0,3.0,12.0,0.0,12.4,0.5,1.79,Dropout
1.0,1.0,5.0,9773.0,1.0,1.0,126.0,1.0,3.0,3.0,2.0,2.0,121.10000000000001,0.0,0.0,1.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,6.0,4.0,12.75,0.0,0.0,5.0,5.0,0.0,0.0,0.0,12.700000000000001,3.7,-1.7000000000000002,Dropout
1.0,1.0,2.0,9147.0,1.0,1.0,133.0,1.0,3.0,19.0,2.0,7.0,120.4,1.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,5.0,5.0,5.0,14.8,0.0,0.0,5.0,5.0,5.0,15.8,0.0,8.9,1.4000000000000001,3.5100000000000002,Graduate
1.0,1.0,6.0,9500.0,1.0,1.0,103.0,1.0,1.0,3.0,2.0,2.0,100.60000000000001,1.0,1.0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,7.0,9.0,5.0,13.928,0.0,0.0,8.0,9.0,7.0,14.3428571428571,0.0,11.100000000000001,0.6000000000000001,2.02,Graduate
1.0,17.0,1.0,9773.0,1.0,1.0,120.0,1.0,1.0,38.0,5.0,5.0,121.4,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,6.0,7.0,4.0,13.0,0.0,0.0,6.0,7.0,5.0,13.8,0.0,12.4,0.5,1.79,Dropout
1.0,39.0,1.0,9991.0,0.0,1.0,133.1,1.0,37.0,37.0,9.0,9.0,109.7,0.0,0.0,0.0,1.0,0.0,0.0,29.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,16.2,0.30000000000000004,-0.92,Dropout
1.0,17.0,1.0,9991.0,0.0,1.0,154.0,1.0,38.0,38.0,4.0,5.0,134.1,0.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,5.0,9.0,2.0,11.5,0.0,0.0,5.0,11.0,3.0,14.3333333333333,1.0,7.6000000000000005,2.6,0.32,Enrolled
1.0,17.0,2.0,9238.0,1.0,1.0,130.0,1.0,19.0,19.0,9.0,9.0,127.60000000000001,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,11.6666666666667,0.0,0.0,6.0,8.0,5.0,13.200000000000001,0.0,11.100000000000001,0.6000000000000001,2.02,Graduate
1.0,17.0,6.0,9500.0,1.0,1.0,132.0,1.0,37.0,19.0,7.0,7.0,132.4,1.0,0.0,0.0,1.0,0.0,1.0,22.0,0.0,0.0,7.0,8.0,6.0,13.516666666666701,0.0,0.0,8.0,9.0,7.0,13.7714285714286,0.0,11.100000000000001,0.6000000000000001,2.02,Graduate
1.0,44.0,1.0,8014.0,0.0,39.0,130.0,1.0,1.0,19.0,9.0,9.0,133.4,0.0,0.0,0.0,1.0,0.0,1.0,21.0,0.0,3.0,6.0,6.0,6.0,11.5,0.0,2.0,6.0,7.0,6.0,13.2857142857143,0.0,12.4,0.5,1.79,Graduate
1.0,1.0,1.0,9238.0,1.0,1.0,139.0,1.0,37.0,38.0,9.0,9.0,126.10000000000001,0.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,7.0,5.0,12.3333333333333,0.0,0.0,6.0,7.0,6.0,12.8333333333333,0.0,12.700000000000001,3.7,-1.7000000000000002,Graduate
1.0,39.0,1.0,9254.0,1.0,1.0,130.0,1.0,19.0,38.0,9.0,7.0,113.5,0.0,0.0,0.0,1.0,0.0,1.0,24.0,0.0,0.0,6.0,6.0,6.0,13.6666666666667,0.0,0.0,6.0,6.0,6.0,14.1666666666667,0.0,12.4,0.5,1.79,Graduate
1.0,1.0,1.0,9500.0,1.0,1.0,139.0,1.0,37.0,38.0,6.0,6.0,121.30000000000001,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,8.0,10.0,6.0,11.8333333333333,0.0,0.0,8.0,10.0,6.0,11.8333333333333,0.0,9.4,-0.8,-3.12,Enrolled
1.0,1.0,1.0,9773.0,1.0,1.0,127.0,1.0,1.0,19.0,7.0,7.0,121.80000000000001,1.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,6.0,11.0,4.0,14.0,0.0,0.0,6.0,12.0,3.0,11.0,0.0,9.4,-0.8,-3.12,Enrolled
1.0,1.0,3.0,9130.0,1.0,1.0,167.0,1.0,37.0,37.0,90.0,90.0,159.3,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,5.0,7.0,5.0,14.714285714285701,0.0,0.0,5.0,5.0,5.0,15.8,0.0,7.6000000000000005,2.6,0.32,Graduate
1.0,39.0,1.0,9991.0,0.0,1.0,130.0,1.0,38.0,38.0,9.0,9.0,120.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,5.0,12.0,5.0,10.600000000000001,0.0,0.0,5.0,10.0,5.0,11.0,0.0,9.4,-0.8,-3.12,Dropout
1.0,1.0,1.0,9500.0,1.0,1.0,130.0,1.0,1.0,19.0,5.0,5.0,129.1,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,9.0,7.0,13.0444444444444,0.0,0.0,8.0,10.0,8.0,13.595,0.0,15.5,2.8000000000000003,-4.0600000000000005,Graduate
2.0,7.0,1.0,9254.0,1.0,3.0,130.0,1.0,1.0,3.0,4.0,3.0,130.0,0.0,0.0,0.0,1.0,0.0,0.0,39.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,12.4,0.5,1.79,Dropout
1.0,39.0,1.0,9130.0,1.0,40.0,129.0,1.0,3.0,3.0,2.0,2.0,155.3,1.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,6.0,9.0,5.0,13.0,0.0,5.0,11.0,13.0,10.0,12.9,0.0,12.4,0.5,1.79,Dropout
1.0,17.0,1.0,9500.0,1.0,1.0,141.0,1.0,38.0,38.0,7.0,10.0,139.8,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,8.0,8.0,8.0,14.935,0.0,0.0,8.0,8.0,8.0,14.935,0.0,9.4,-0.8,-3.12,Graduate
1.0,1.0,3.0,171.0,1.0,1.0,125.0,1.0,38.0,37.0,4.0,9.0,115.2,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6000000000000005,2.6,0.32,Enrolled
1.0,1.0,2.0,9500.0,1.0,1.0,125.0,1.0,19.0,19.0,9.0,9.0,114.9,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,8.0,6.0,13.1333333333333,0.0,0.0,8.0,12.0,7.0,12.2214285714286,0.0,16.2,0.30000000000000004,-0.92,Graduate
1.0,44.0,1.0,9238.0,1.0,39.0,130.0,1.0,19.0,1.0,9.0,9.0,131.9,0.0,0.0,0.0,1.0,0.0,1.0,21.0,0.0,3.0,6.0,7.0,6.0,12.0,0.0,2.0,6.0,7.0,6.0,12.0,0.0,13.9,-0.30000000000000004,0.79,Graduate
1.0,17.0,3.0,171.0,1.0,1.0,133.0,1.0,1.0,37.0,4.0,7.0,126.0,1.0,0.0,0.0,1.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,1.4000000000000001,1.74,Enrolled
1.0,17.0,1.0,9070.0,1.0,1.0,127.0,1.0,1.0,1.0,3.0,4.0,130.20000000000002,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,6.0,6.0,5.0,11.4,0.0,0.0,6.0,8.0,1.0,10.0,0.0,10.8,1.4000000000000001,1.74,Enrolled
1.0,43.0,1.0,9070.0,1.0,1.0,116.0,1.0,1.0,1.0,3.0,3.0,120.9,0.0,0.0,0.0,1.0,1.0,0.0,24.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,12.700000000000001,3.7,-1.7000000000000002,Enrolled
4.0,42.0,1.0,9500.0,1.0,19.0,133.1,1.0,1.0,1.0,5.0,5.0,126.0,1.0,0.0,0.0,1.0,1.0,0.0,29.0,0.0,2.0,7.0,10.0,5.0,11.9,0.0,1.0,8.0,10.0,5.0,11.0,0.0,13.9,-0.30000000000000004,0.79,Dropout
1.0,1.0,3.0,171.0,1.0,1.0,139.0,1.0,19.0,19.0,5.0,3.0,128.20000000000002,1.0,0.0,0.0,1.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,1.4000000000000001,1.74,Graduate
1.0,44.0,1.0,9003.0,1.0,39.0,130.0,1.0,19.0,37.0,9.0,9.0,130.0,1.0,0.0,0.0,1.0,1.0,0.0,23.0,0.0,0.0,6.0,8.0,6.0,12.5714285714286,0.0,0.0,6.0,7.0,6.0,12.4285714285714,0.0,8.9,1.4000000000000001,3.5100000000000002,Graduate
1.0,1.0,3.0,9147.0,1.0,1.0,125.0,1.0,1.0,38.0,7.0,7.0,120.10000000000001,0.0,0.0,1.0,1.0,1.0,0.0,19.0,0.0,0.0,5.0,8.0,5.0,11.200000000000001,0.0,0.0,5.0,10.0,4.0,10.75,3.0,16.2,0.30000000000000004,-0.92,Dropout
1.0,39.0,1.0,9254.0,1.0,1.0,160.0,1.0,19.0,37.0,7.0,10.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,26.0,0.0,0.0,6.0,7.0,6.0,12.0,0.0,0.0,6.0,8.0,5.0,10.8,0.0,12.700000000000001,3.7,-1.7000000000000002,Enrolled
1.0,17.0,1.0,9147.0,1.0,1.0,148.0,1.0,38.0,37.0,5.0,5.0,134.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,7.6000000000000005,2.6,0.32,Enrolled
1.0,17.0,1.0,9500.0,1.0,1.0,150.0,1.0,37.0,19.0,8.0,4.0,130.8,0.0,0.0,0.0,1.0,1.0,0.0,24.0,0.0,0.0,7.0,8.0,7.0,11.975,0.0,0.0,8.0,8.0,8.0,13.75,0.0,13.9,-0.30000000000000004,0.79,Graduate
1.0,1.0,1.0,171.0,1.0,1.0,141.0,1.0,19.0,19.0,5.0,10.0,135.8,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,2.8000000000000003,-4.0600000000000005,Dropout
1.0,17.0,4.0,9254.0,1.0,1.0,118.0,1.0,38.0,37.0,5.0,7.0,111.7,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,6.0,12.0,3.0,11.6666666666667,0.0,0.0,6.0,12.0,1.0,12.0,0.0,12.4,0.5,1.79,Dropout
1.0,1.0,2.0,9773.0,1.0,1.0,142.0,1.0,38.0,38.0,9.0,9.0,132.9,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,6.0,8.0,6.0,12.3333333333333,0.0,0.0,6.0,11.0,3.0,12.3333333333333,0.0,10.8,1.4000000000000001,1.74,Graduate
1.0,17.0,3.0,9147.0,1.0,1.0,120.0,1.0,19.0,19.0,4.0,7.0,115.5,1.0,0.0,1.0,1.0,1.0,0.0,18.0,0.0,0.0,5.0,8.0,3.0,10.3333333333333,0.0,0.0,5.0,11.0,3.0,10.8571428571429,0.0,10.8,1.4000000000000001,1.74,Dropout
1.0,18.0,4.0,9254.0,1.0,1.0,106.0,1.0,19.0,37.0,7.0,7.0,106.0,1.0,0.0,0.0,1.0,1.0,1.0,21.0,0.0,0.0,6.0,8.0,4.0,10.5,0.0,0.0,6.0,11.0,1.0,11.0,0.0,9.4,-0.8,-3.12,Dropout
1.0,17.0,4.0,9773.0,1.0,1.0,121.0,1.0,1.0,19.0,9.0,8.0,120.30000000000001,1.0,0.0,1.0,1.0,1.0,1.0,19.0,0.0,0.0,6.0,6.0,6.0,13.6666666666667,0.0,0.0,6.0,6.0,6.0,13.3333333333333,0.0,8.9,1.4000000000000001,3.5100000000000002,Graduate
1.0,17.0,4.0,9500.0,1.0,1.0,150.0,1.0,38.0,37.0,9.0,9.0,130.8,0.0,0.0,0.0,1.0,1.0,1.0,22.0,0.0,0.0,7.0,7.0,7.0,14.8428571428571,0.0,0.0,8.0,9.0,8.0,15.0555555555556,0.0,16.2,0.30000000000000004,-0.92,Graduate
2.0,39.0,1.0,8014.0,0.0,1.0,120.0,1.0,37.0,37.0,9.0,6.0,117.0,0.0,0.0,0.0,1.0,1.0,0.0,33.0,0.0,0.0,6.0,8.0,6.0,12.0,0.0,0.0,6.0,6.0,6.0,11.6666666666667,0.0,10.8,1.4000000000000001,1.74,Graduate
1.0,1.0,6.0,9853.0,1.0,1.0,114.0,1.0,19.0,19.0,9.0,9.0,110.2,1.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,6.0,8.0,5.0,12.200000000000001,0.0,0.0,6.0,7.0,5.0,12.200000000000001,0.0,10.8,1.4000000000000001,1.74,Dropout
1.0,39.0,1.0,9991.0,0.0,2.0,140.0,1.0,3.0,3.0,2.0,2.0,155.70000000000002,1.0,0.0,0.0,1.0,1.0,0.0,35.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,10.8,1.4000000000000001,1.74,Dropout
