source_row_id,split
312,train
313,train
314,train
315,validation
316,train
317,train
318,train
320,train
321,validation
322,train
323,train
325,train
326,train
327,train
331,validation
332,test
333,train
334,train
335,validation
336,test
337,validation
338,train
339,train
341,train
342,train
343,train
345,train
347,validation
348,train
350,train
351,train
352,validation
353,test
354,train
355,validation
356,test
357,train
359,train
360,train
361,train
363,train
365,train
366,test
368,test
369,train
370,train
372,train
373,train
374,validation
376,train
377,train
380,train
383,train
384,train
385,train
386,train
387,validation
389,validation
392,train
393,validation
394,train
395,train
396,train
397,train
398,train
399,train
404,train
405,train
406,train
407,validation
408,train
409,train
410,train
411,train
412,test
413,train
414,train
415,train
416,train
417,train
418,validation
419,train
420,train
421,train
422,train
423,train
424,train
425,train
426,train
428,train
429,validation
430,train
431,train
432,train
433,test
434,validation
435,validation
437,train
438,test
439,train
442,train
443,train
444,train
445,validation
446,validation
447,train
448,train
450,train
451,train
452,test
453,train
455,train
456,validation
457,train
458,train
459,train
460,validation
461,test
462,test
463,train
465,train
467,train
468,train
469,test
470,train
471,train
472,test
473,train
474,train
475,train
476,train
477,test
478,train
480,train
481,train
482,train
484,train
485,train
486,test
487,train
488,test
489,validation
490,train
491,train
492,train
495,train
496,train
497,validation
498,validation
499,train
501,train
503,validation
504,train
507,train
508,test
509,validation
511,train
512,train
513,train
514,train
515,validation
516,train
517,train
518,train
519,train
520,train
521,train
522,test
523,train
524,test
525,train
527,train
528,train
529,validation
531,train
532,train
533,test
534,train
535,train
536,train
537,train
538,train
539,train
540,validation
542,train
543,train
549,test
550,validation
551,train
552,test
553,validation
554,train
555,train
557,train
559,train
560,train
562,test
563,train
564,train
565,train
566,train
567,train
568,train
569,train
570,validation
571,validation
572,train
574,train
575,train
576,train
578,train
579,validation
580,train
581,train
583,train
584,validation
585,train
586,train
587,train
588,train
589,train
590,train
592,train
595,train
596,validation
597,train
598,train
599,train
600,train
601,train
602,validation
603,train
604,train
605,test
606,train
607,train
608,train
610,train
611,test
612,train
614,validation
615,test
616,train
617,validation
618,train
620,train
621,train
622,train
623,train
624,validation
625,train
626,train
627,test
628,train
629,train
630,train
632,train
633,train
634,train
635,train
636,train
638,train
639,train
640,train
644,test
647,train
648,validation
649,train
650,train
652,train
653,train
654,train
657,train
658,train
659,train
660,train
662,train
663,train
664,train
665,train
666,train
667,test
668,train
669,train
670,train
671,train
672,train
673,train
674,train
675,train
676,train
678,train
679,train
680,train
681,validation
682,train
683,train
684,test
685,train
686,train
687,train
688,train
689,validation
690,train
691,train
693,train
694,train
695,train
696,train
698,train
699,train
701,train
702,train
703,test
704,train
705,train
706,train
707,train
708,train
709,test
710,train
711,train
712,test
713,validation
714,train
715,train
716,train
717,train
720,train
722,test
723,train
724,train
725,validation
726,test
727,validation
728,train
730,train
731,test
732,test
733,train
734,train
735,validation
737,validation
739,train
740,train
741,validation
742,train
743,train
744,train
745,test
746,train
747,train
748,train
749,train
750,test
751,train
752,train
753,train
754,train
755,train
756,validation
757,train
758,train
759,test
760,train
762,train
764,train
767,train
768,test
769,validation
770,train
771,train
773,train
775,train
776,train
777,validation
779,train
780,train
781,train
782,train
784,train
785,train
786,train
787,train
788,train
789,train
790,train
791,train
792,test
793,train
794,train
795,train
796,train
797,train
798,test
801,train
802,train
803,train
804,train
806,test
808,train
810,train
811,train
812,validation
813,test
814,train
817,train
819,train
820,train
821,train
823,train
824,train
825,test
826,train
827,train
828,validation
829,train
830,train
831,train
833,train
834,train
836,train
838,train
839,validation
840,test
842,train
843,test
844,train
845,train
846,train
847,validation
849,train
850,train
852,train
853,test
855,test
856,validation
857,test
858,validation
859,train
860,train
861,train
862,validation
863,train
864,validation
865,train
866,train
867,test
868,train
869,test
870,train
871,train
872,train
874,validation
875,validation
876,train
877,train
878,train
879,train
880,validation
881,test
882,train
883,train
884,test
885,train
886,validation
887,train
888,train
889,train
890,train
891,validation
892,train
893,validation
894,train
895,train
896,train
897,train
899,train
900,test
901,train
902,test
903,test
904,train
905,test
906,train
907,train
909,train
910,test
911,test
912,train
913,train
914,train
915,train
916,validation
917,test
918,train
919,validation
920,train
921,validation
922,train
923,train
925,train
926,test
929,train
931,train
932,train
933,train
935,validation
936,train
939,train
940,train
941,train
943,train
944,train
945,train
946,train
947,train
948,train
949,validation
950,test
951,train
952,train
953,train
954,train
955,test
956,test
957,validation
958,train
959,validation
960,train
961,train
962,validation
964,train
965,test
966,train
967,train
968,train
970,train
971,test
972,train
973,train
974,train
976,test
977,train
978,train
979,train
980,test
982,test
984,test
985,train
986,train
987,validation
988,train
989,train
990,train
991,train
992,train
993,train
994,train
995,train
998,train
999,train
1000,train
1001,train
1002,train
1003,train
1004,train
1005,train
1006,train
1007,test
1008,train
1009,train
1010,test
1011,train
1012,train
1013,train
1014,train
1015,train
1016,train
1017,train
1018,train
1019,test
1020,train
1021,train
1022,train
1023,validation
1024,train
1025,train
1026,train
1027,train
1028,train
1029,train
1030,train
1032,train
1033,train
1034,train
1036,train
1037,validation
1038,train
1040,train
1041,validation
1042,test
1043,train
1044,validation
1045,validation
1046,train
1047,train
1048,train
1049,test
1050,test
1051,train
1052,train
1053,train
1054,train
1055,train
1056,train
1057,validation
1058,train
1059,train
1060,train
1061,validation
1062,train
1063,train
1065,train
1066,train
1067,train
1068,validation
1069,train
1070,train
1071,train
1073,train
1074,train
1075,test
1076,train
1077,validation
1078,train
1079,validation
1080,train
1081,train
1083,train
1084,train
1085,train
1086,train
1087,train
1090,train
1091,train
1092,test
1093,train
1094,train
1095,train
1096,train
1097,train
1098,train
1099,train
1100,train
1101,train
1104,validation
1105,train
1106,test
1107,train
1108,train
1109,train
1110,train
1111,validation
1114,train
1115,test
1116,train
1117,train
1119,test
1121,train
1122,train
1123,train
1124,test
1125,train
1126,train
1127,train
1128,test
1129,train
1130,train
1131,train
1133,train
1134,train
1135,train
1136,train
1137,train
1138,train
1139,validation
1140,train
1142,train
1143,validation
1145,train
1147,test
1149,train
1150,train
1151,train
1154,train
1156,validation
1157,train
1158,train
1159,test
1160,train
1162,validation
1163,train
1164,train
1165,train
1166,train
1167,train
1168,train
1169,test
1170,test
1171,validation
1172,train
1174,train
1175,train
1176,train
1177,train
1178,train
1179,train
1180,test
1181,validation
1182,train
1183,train
1185,validation
1187,validation
1188,train
1189,train
1190,train
1191,train
1192,train
1193,validation
1194,train
1196,train
1197,validation
1198,validation
1199,validation
1200,test
1201,test
1202,validation
1203,test
1204,train
1205,train
1206,train
1208,train
1209,test
1210,train
1212,validation
1213,validation
1215,train
1216,train
1217,train
1218,train
1219,train
1220,train
1221,train
1222,validation
1223,train
1224,train
1225,train
1226,train
1227,train
1228,test
1230,train
1231,train
1232,train
1233,train
1234,train
1235,train
1236,test
1237,validation
1238,train
1239,test
1240,train
1241,validation
1243,test
1244,test
1245,train
1246,validation
1247,train
1249,train
1250,test
1251,train
1252,validation
1253,train
1255,train
1256,test
1257,validation
1258,train
1259,train
1260,train
1261,train
1262,validation
1263,train
1264,train
1265,validation
1266,train
1267,validation
1269,test
1271,validation
1272,train
1273,train
1274,train
1275,train
1276,validation
1277,test
1279,test
1280,train
1281,train
1282,train
1283,train
1284,train
1285,validation
1287,train
1288,test
1289,train
1291,train
1292,train
1293,train
1294,validation
1295,train
1296,validation
1297,train
1298,train
1300,train
1301,train
1302,train
1303,train
1304,train
1305,test
1306,train
1307,train
1308,train
1309,train
1310,train
1311,train
1312,train
1313,validation
1315,train
1317,train
1318,train
1319,test
1320,train
1322,test
1323,train
1325,train
1327,train
1328,train
1330,validation
1331,train
1332,validation
1334,validation
1338,train
1339,train
1340,train
1341,train
1342,validation
1343,train
1344,train
1345,test
1346,train
1349,train
1350,train
1351,train
1352,train
1353,test
1356,test
1357,train
1358,train
1359,train
1360,test
1361,train
1362,train
1363,validation
1364,train
1365,train
1366,train
1367,validation
1368,test
1369,validation
1370,validation
1371,train
1372,validation
1373,train
1374,train
1375,train
1377,train
1378,test
1379,train
1380,train
1381,test
1382,train
1383,test
1384,train
1385,train
1386,validation
1387,validation
1388,train
1390,validation
1391,train
1392,validation
1393,validation
1394,train
1395,train
1397,test
1398,train
1399,test
1401,test
1402,train
1403,train
1404,validation
1405,train
1406,train
1408,train
1409,validation
1410,train
1411,train
1412,validation
1414,train
1415,train
1416,train
1417,train
1418,validation
1419,test
1420,test
1422,train
1423,train
1425,train
1426,train
1429,test
1430,train
1431,test
1433,train
1435,test
1437,train
1438,train
1439,test
1440,validation
1441,test
1442,train
1443,train
1444,train
1445,train
1446,train
1447,train
1448,train
1449,validation
1450,validation
1451,test
1452,train
1453,train
1455,train
1459,train
1460,train
1461,validation
1463,validation
1465,train
1466,test
1468,train
1469,validation
1472,test
1473,validation
1475,train
1476,validation
1477,train
1478,train
1479,train
1480,test
1481,test
1482,train
1483,train
1484,train
1485,train
1486,train
1488,train
1489,train
1490,train
1491,train
1492,train
1493,train
1494,validation
1495,train
1496,test
1497,train
1499,train
1500,train
1501,train
1502,train
1505,train
1507,train
1508,test
1509,train
1510,train
1512,test
1513,train
1514,train
1515,train
1516,train
1517,test
1519,train
1520,validation
1521,train
1522,train
1523,train
1525,test
1526,train
1527,train
1528,train
1529,train
1531,test
1532,train
1534,train
1536,test
1537,validation
1538,test
1539,train
1540,train
1541,train
1542,validation
1543,test
1544,train
1545,train
1547,validation
1548,train
1549,train
1550,validation
1551,train
1552,test
1553,train
1554,train
1555,train
1556,train
1558,validation
1559,train
1562,train
1565,train
1566,train
1567,train
1569,train
1571,validation
1572,validation
1573,test
1574,train
1575,train
1576,train
1578,validation
1580,validation
1582,test
1583,test
1584,train
1585,validation
1588,train
1589,test
1590,test
1591,train
1593,validation
1597,train
1598,test
1599,validation
1600,test
1603,validation
1604,train
1606,train
1607,train
1609,train
1610,train
1612,train
1613,train
1614,train
1615,train
1616,test
1617,train
1618,train
1619,train
1620,train
1621,validation
1622,train
1623,train
1624,train
1625,train
1626,train
1627,train
1628,train
1629,train
1630,train
1631,test
1632,test
1634,train
1635,train
1636,train
1637,test
1638,test
1639,test
1640,test
1641,train
1642,train
1643,train
1644,test
1645,train
1646,test
1647,validation
1648,train
1649,validation
1651,train
1653,test
1654,train
1655,train
1656,train
1658,validation
1660,test
1661,train
1662,train
1663,train
1664,train
1666,train
1667,validation
1668,train
1669,train
1671,train
1672,validation
1673,train
1674,train
1675,train
1676,test
1677,validation
1678,validation
1679,train
1682,train
1683,test
1684,train
1685,train
1686,train
1687,train
1689,train
1690,train
1691,validation
1692,train
1694,train
1695,train
1696,test
1697,test
1698,train
1699,train
1700,train
1701,train
1702,train
1703,train
1704,train
1706,train
1708,train
1709,train
1711,train
1712,train
1714,train
1715,train
1716,validation
1718,train
1719,train
1720,test
1721,test
1722,train
1723,train
1724,train
1725,train
1726,train
1728,test
1729,train
1730,validation
1731,validation
1732,train
1734,train
1735,validation
1736,train
1738,train
1739,train
1740,train
1742,validation
1743,train
1744,test
1745,train
1746,test
1747,validation
1748,test
1749,test
1751,train
1754,test
1757,train
1758,train
1759,train
1760,train
1761,train
1762,validation
1763,validation
1764,train
1765,train
1766,train
1768,train
1772,train
1775,train
1776,train
1777,train
1778,train
1779,train
1781,test
1782,validation
1784,train
1786,train
1787,test
1788,test
1789,train
1790,train
1791,train
1792,train
1793,test
1795,train
1796,train
1797,train
1798,train
1799,validation
1800,validation
1801,train
1802,train
1803,train
1804,validation
1805,train
1807,train
1809,train
1810,train
1811,train
1812,validation
1813,test
1814,train
1816,train
1817,test
1818,train
1819,train
1823,train
1824,train
1825,train
1826,train
1828,train
1830,train
1831,train
1832,train
1833,train
1834,validation
1835,test
1836,test
1838,validation
1839,validation
1840,test
1841,train
1842,train
1844,validation
1845,train
1846,train
1847,train
1848,test
1850,test
1851,train
1852,validation
1853,train
1854,validation
1855,validation
1856,train
1857,train
1858,train
1860,validation
1862,train
1863,train
1864,train
1865,train
1866,train
1867,train
1868,train
1869,test
1870,train
1871,train
1872,train
1873,train
1874,validation
1875,validation
1876,train
1877,test
1878,train
1879,train
1881,train
1882,train
1883,train
1885,test
1886,train
1887,train
1888,train
1889,test
1890,train
1891,train
1892,validation
1894,test
1897,train
1898,validation
1899,train
1900,train
1901,train
1902,train
1903,train
1904,train
1905,train
1906,train
1907,train
1909,test
1910,validation
1911,train
1912,train
1913,train
1914,test
1915,test
1916,train
1917,train
1918,train
1921,train
1923,train
1924,test
1925,test
1926,validation
1927,train
1929,train
1930,train
1931,train
1932,test
1933,train
1934,train
1935,test
1936,test
1937,train
1938,train
1939,validation
1940,validation
1941,test
1942,train
1943,train
1944,train
1945,test
1946,validation
1947,test
1948,train
1949,train
1950,test
1951,train
1952,train
1953,train
1955,train
1957,train
1958,train
1960,train
1962,test
1963,train
1964,train
1965,train
1966,test
1969,train
1971,train
1972,train
1973,train
1974,train
1975,train
1977,train
1979,test
1980,validation
1981,train
1982,train
1983,validation
1984,train
1985,train
1986,test
1988,train
1990,train
1991,test
1993,validation
1994,train
1995,train
1996,train
1997,test
1998,train
1999,train
2000,train
2001,validation
2002,train
2003,train
2004,train
2005,train
2006,train
2007,validation
2008,train
2009,train
2010,train
2011,validation
2012,validation
2013,train
2014,train
2015,validation
2016,train
2017,validation
2019,train
2020,train
2021,train
2022,train
2023,train
2025,validation
2026,validation
2028,train
2029,train
2030,validation
2031,train
2032,validation
2033,train
2034,train
2036,train
2037,test
2038,validation
2039,train
2040,train
2041,train
2042,train
2043,test
2044,validation
2045,train
2046,validation
2047,train
2048,train
2049,train
2050,test
2051,test
2052,train
2054,train
2055,train
2056,train
2058,train
2059,train
2060,train
2061,train
2062,train
2063,train
2064,train
2065,test
2066,train
2067,train
2069,train
2070,test
2071,train
2072,test
2073,test
2074,validation
2075,train
2076,train
2077,train
2078,train
2079,train
2080,train
2081,train
2082,train
2083,train
2084,validation
2085,test
2086,train
2087,train
2088,train
2089,train
2090,train
2092,train
2093,train
2094,validation
2095,train
2096,train
2097,validation
2098,train
2099,train
2101,train
2102,train
2103,test
2104,validation
2107,train
2109,train
2111,test
2112,validation
2113,train
2114,train
2115,train
2116,train
2117,validation
2118,validation
2120,validation
2121,test
2122,train
2123,train
2124,test
2125,test
2126,train
2127,validation
2128,test
2129,validation
2131,train
2132,train
2133,train
2134,train
2135,validation
2136,validation
2137,validation
2138,train
2139,train
2141,train
2142,validation
2143,train
2144,test
2146,train
2147,validation
2148,train
2149,train
2150,train
2152,validation
2153,test
2154,train
2155,test
2157,train
2158,test
2159,validation
2160,validation
2161,train
2162,train
2163,validation
2164,train
2165,validation
2166,train
2167,validation
2168,train
2169,train
2170,train
2171,validation
2172,train
2173,train
2174,train
2175,train
2176,validation
2177,validation
2178,test
2179,train
2180,train
2181,train
2182,train
2183,train
2185,validation
2187,train
2188,train
2189,train
2191,train
2192,test
2194,validation
2198,train
2199,train
2200,train
2201,train
2202,train
2203,train
2204,train
2206,test
2209,validation
2210,train
2211,train
2213,train
2214,validation
2216,train
2217,test
2218,train
2219,test
2220,test
2221,train
2223,train
2224,test
2225,test
2226,train
2227,train
2228,train
2229,validation
2230,train
2231,train
2232,train
2233,validation
2235,train
2237,train
2240,validation
2243,train
2244,train
2245,train
2248,train
2249,train
2250,validation
2251,test
2252,validation
2253,validation
2254,train
2255,train
2256,train
2258,train
2259,validation
2261,train
2262,validation
2263,train
2266,test
2267,test
2268,train
2269,train
2270,train
2271,train
2272,train
2273,validation
2274,train
2275,train
2276,test
2277,train
2279,train
2280,test
2282,validation
2283,train
2285,validation
2286,train
2287,train
2289,train
2290,train
2291,validation
2292,validation
2293,train
2294,test
2295,train
2296,train
2297,train
2298,test
2299,train
2304,validation
2306,train
2307,train
2308,train
2309,train
2310,validation
2311,train
2312,train
2313,train
2314,validation
2315,train
2316,validation
2317,train
2318,train
2319,test
2320,train
2322,test
2324,train
2325,validation
2327,train
2328,validation
2329,test
2330,train
2331,train
2332,train
2333,train
2334,test
2335,validation
2336,train
2337,test
2338,train
2340,train
2342,test
2343,train
2344,train
2345,train
2347,train
2348,train
2349,test
2350,train
2351,train
2352,validation
2353,train
2354,train
2355,train
2356,train
2357,train
2358,train
2359,train
2361,validation
2362,train
2365,train
2367,train
2369,train
2371,train
2375,train
2376,train
2377,train
2378,train
2379,train
2380,validation
2381,train
2382,test
2385,train
2387,train
2388,train
2389,train
2390,train
2391,train
2393,train
2394,train
2396,validation
2398,test
2399,train
2400,validation
2401,train
2402,train
2403,test
2404,train
2405,train
2406,train
2407,train
2408,train
2409,train
2410,train
2411,train
2413,train
2414,test
2415,train
2416,train
2417,train
2418,train
2420,train
2421,test
2422,validation
2423,train
2424,train
2425,train
2426,validation
2427,train
2428,train
2429,test
2430,train
2431,test
2432,train
2435,validation
2436,train
2437,train
2438,train
2439,train
2440,validation
2442,train
2443,train
2444,train
2446,train
2447,test
2448,train
2449,train
2451,train
2452,train
2454,train
2455,train
2456,train
2458,train
2459,train
2460,train
2461,validation
2462,train
2463,test
2464,train
2465,train
2468,validation
2469,train
2471,train
2472,validation
2473,validation
2474,train
2475,train
2476,train
2478,test
2479,validation
2481,train
2482,train
2483,train
2484,train
2485,train
2486,train
2487,test
2489,train
2492,train
2493,train
2494,train
2495,validation
2496,test
2497,test
2498,train
2499,validation
2500,train
2501,validation
2502,train
2503,train
2504,train
2505,validation
2506,train
2507,train
2508,train
2509,train
2510,test
2512,train
2513,train
2514,train
2516,train
2517,train
2518,validation
2519,train
2520,train
2521,validation
2522,validation
2523,validation
2524,validation
2525,test
2526,train
2527,validation
2528,train
2529,train
2530,validation
2531,train
2532,train
2534,train
2537,train
2538,train
2539,test
2540,test
2541,validation
2542,train
2543,test
2545,test
2546,train
2547,train
2548,test
2549,train
2550,validation
2552,train
2553,train
2556,train
2559,train
2560,train
2561,train
2562,validation
2564,train
2565,train
2566,train
2569,train
2570,validation
2571,train
2572,train
2573,train
2574,validation
2575,train
2576,test
2577,train
2578,test
2579,train
2580,train
2581,train
2582,train
2584,train
2585,train
2588,test
2590,train
2592,train
2593,train
2595,train
2596,train
2597,test
2600,train
2602,train
2603,train
2604,test
2605,train
2606,train
2607,train
2608,train
2609,test
2610,train
2611,train
2612,train
2613,train
2614,train
2615,validation
2616,train
2617,train
2618,train
2619,train
2621,train
2622,train
2623,train
2624,test
2625,train
2626,train
2630,train
2631,train
2632,test
2633,validation
2635,train
2636,train
2637,train
2638,train
2639,train
2640,train
2641,train
2642,train
2643,train
2644,validation
2645,train
2647,train
2648,train
2649,validation
2651,train
2652,train
2653,test
2654,train
2655,train
2656,train
2658,train
2659,train
2660,train
2661,train
2662,train
2663,train
2664,train
2665,validation
2666,train
2667,train
2669,train
2671,train
2672,train
2674,validation
2676,train
2677,train
2679,test
2680,train
2681,validation
2682,train
2683,test
2684,test
2687,test
2689,train
2690,train
2691,train
2692,validation
2693,train
2694,train
2696,train
2698,train
2699,test
2700,train
2701,train
2702,train
2703,train
2705,validation
2706,validation
2707,test
2708,train
2710,train
2711,train
2712,train
2713,train
2714,train
2715,test
2717,train
2718,train
2719,train
2720,train
2723,train
2724,train
2726,train
2727,train
2729,train
2730,train
2731,train
2734,validation
2735,train
2736,validation
2737,train
2738,train
2739,test
2740,train
2741,train
2742,train
2743,validation
2744,train
2745,train
2747,train
2748,train
2749,train
2750,test
2751,validation
2752,validation
2753,test
2754,train
2755,test
2756,test
2757,validation
2760,train
2763,train
2765,train
2766,train
2767,train
2768,train
2769,train
2770,train
2771,train
2773,test
2775,test
2778,test
2779,train
2780,train
2781,train
2784,train
2785,train
2786,train
2788,train
2789,train
2790,train
2791,train
2792,validation
2793,validation
2795,test
2796,train
2797,train
2798,train
2799,train
2800,train
2801,train
2802,train
2803,train
2804,train
2805,train
2806,train
2808,train
2810,train
2811,train
2812,train
2813,train
2814,train
2815,train
2816,train
2818,train
2820,test
2821,train
2822,train
2825,train
2826,train
2827,train
2829,train
2830,validation
2834,test
2835,test
2836,train
2838,train
2839,train
2841,train
2842,test
2843,train
2845,train
2846,train
2847,train
2848,train
2849,validation
2850,train
2851,train
2852,train
2853,train
2854,validation
2855,train
2856,train
2857,train
2858,test
2860,train
2861,train
2862,train
2863,train
2864,train
2865,train
2866,test
2867,train
2869,train
2870,validation
2871,test
2873,train
2874,train
2876,train
2878,validation
2879,test
2880,train
2882,train
2883,train
2884,train
2885,train
2886,train
2887,train
2888,train
2889,train
2890,train
2891,train
2892,train
2893,train
2894,validation
2895,train
2897,train
2898,train
2899,train
2901,train
2902,train
2903,train
2904,train
2905,train
2906,validation
2907,test
2908,train
2909,train
2910,test
2911,train
2912,train
2913,test
2914,test
2916,train
2917,validation
2918,test
2919,train
2920,validation
2922,train
2923,train
2924,train
2925,train
2926,train
2927,train
2928,train
2930,train
2931,train
2932,train
2933,train
2934,train
2935,train
2936,test
2937,train
2939,train
2940,train
2942,test
2943,train
2944,train
2945,test
2946,train
2947,validation
2948,test
2949,test
2950,validation
2951,validation
2953,train
2954,train
2955,test
2956,train
2957,train
2958,train
2959,train
2960,train
2961,test
2962,validation
2963,train
2964,train
2965,train
2966,validation
2968,train
2969,train
2970,train
2971,train
2973,train
2974,train
2975,train
2976,train
2977,train
2978,train
2979,train
2980,validation
2981,validation
2982,train
2983,train
2984,validation
2985,validation
2987,train
2988,test
2990,train
2991,validation
2992,train
2993,train
2994,train
2995,test
2996,validation
2998,test
2999,train
3001,train
3002,train
3003,train
3004,train
3005,train
3006,train
3008,validation
3009,validation
3010,validation
3011,train
3012,train
3013,train
3014,train
3015,train
3016,test
3017,test
3018,train
3019,validation
3020,train
3021,train
3022,train
3023,train
3024,train
3025,train
3027,train
3028,test
3029,train
3030,test
3031,train
3032,train
3033,train
3034,train
3035,train
3036,train
3037,train
3038,train
3039,train
3040,train
3042,train
3043,train
3044,train
3045,train
3047,test
3048,train
3049,train
3050,train
3052,train
3053,train
3054,train
3055,validation
3056,train
3057,train
3058,train
3059,train
3061,validation
3062,test
3063,test
3064,train
3065,train
3066,test
3068,test
3069,validation
3071,train
3072,train
3074,train
3076,train
3078,train
3079,train
3080,train
3081,train
3082,train
3083,train
3084,train
3086,validation
3087,train
3088,validation
3089,train
3090,train
3092,train
3093,train
3094,test
3095,train
3096,train
3097,train
3099,train
3100,test
3101,train
3102,train
3103,train
3104,validation
3105,train
3106,train
3107,test
3109,train
3110,validation
3111,train
3112,test
3114,train
3115,train
3116,validation
3117,train
3118,test
3120,train
3121,train
3123,validation
3124,train
3125,train
3127,test
3128,train
3129,train
3130,test
3131,train
3132,train
3135,train
3136,train
3137,train
3138,train
3140,test
3141,train
3142,train
3143,train
3144,train
3145,train
3146,train
3149,train
3151,train
3152,train
3153,train
3156,train
3157,train
3160,train
3161,train
3162,train
3163,train
3164,test
3165,validation
3166,validation
3167,train
3168,train
3169,train
3170,test
3171,train
3172,train
3173,train
3175,train
3176,train
3177,train
3178,test
3180,validation
3181,train
3182,test
3184,test
3185,train
3186,test
3187,train
3188,test
3189,train
3190,validation
3191,validation
3193,test
3195,validation
3197,validation
3198,train
3199,validation
3200,train
3201,test
3203,test
3204,test
3205,train
3206,train
3207,train
3208,test
3209,validation
3210,train
3212,train
3213,test
3214,train
3215,train
3216,test
3217,validation
3219,validation
3220,train
3221,train
3222,train
3223,train
3224,validation
3225,train
3226,train
3228,train
3229,validation
3230,validation
3232,train
3233,train
3234,train
3235,train
3236,train
3238,train
3239,train
3241,train
3242,train
3243,train
3244,train
3245,train
3246,train
3247,train
3248,train
3249,validation
3250,train
3251,test
3252,train
3253,validation
3254,test
3255,test
3256,train
3257,train
3258,test
3259,train
3260,train
3261,train
3262,train
3263,validation
3264,train
3265,train
3266,train
3268,train
3269,train
3270,validation
3271,train
3272,test
3274,train
3275,train
3276,validation
3277,train
3278,test
3279,validation
3280,validation
3281,train
3283,train
3285,train
3286,train
3287,validation
3288,validation
3289,train
3290,train
3291,train
3292,train
3295,train
3297,train
3298,validation
3299,validation
3300,train
3301,test
3302,train
3303,validation
3304,train
3305,train
3306,train
3307,train
3308,validation
3309,train
3310,train
3311,train
3314,train
3315,validation
3316,train
3317,validation
3318,train
3319,train
3320,test
3321,train
3322,train
3323,test
3324,test
3326,train
3327,train
3330,train
3331,validation
3332,train
3333,test
3334,train
3336,test
3337,train
3338,train
3340,train
3342,train
3344,validation
3345,train
3346,train
3347,train
3348,validation
3349,train
3351,train
3352,train
3353,validation
3354,validation
3355,train
3357,validation
3358,validation
3360,train
3361,train
3362,test
3363,train
3364,train
3365,train
3367,train
3369,train
3370,train
3371,train
3372,train
3373,train
3374,train
3375,train
3376,train
3377,test
3379,train
3380,train
3381,train
3382,train
3383,train
3385,train
3386,train
3387,train
3388,test
3390,test
3391,train
3392,validation
3393,train
3395,validation
3397,train
3398,train
3399,test
3400,train
3402,train
3403,train
3405,validation
3407,test
3408,validation
3409,train
3411,train
3413,train
3414,train
3417,validation
3418,train
3419,train
3420,train
3421,train
3422,test
3423,train
3424,train
3425,train
3427,train
3428,train
3429,train
3430,train
3431,validation
3432,train
3433,train
3434,train
3435,train
3436,train
3438,train
3439,train
3442,train
3443,train
3444,validation
3445,train
3446,train
3447,validation
3448,validation
3449,train
3452,test
3453,train
3454,validation
3455,train
3456,test
3457,test
3458,test
3459,train
3460,train
3462,train
3464,train
3465,train
3467,train
3470,train
3471,train
3472,train
3473,validation
3474,train
3475,test
3476,train
3477,train
3479,train
3480,test
3481,train
3482,train
3483,validation
3484,train
3485,train
3486,validation
3487,test
3488,train
3489,train
3490,train
3491,train
3492,test
3493,train
3494,train
3495,train
3496,train
3497,test
3498,train
3500,train
3501,train
3502,train
3503,train
3504,train
3505,train
3506,train
